24	Братислова	Bratiszlova=T
24	Берск	Berszk=T
24	Берецкая	Bereckaja=T
23	Энинг	Ening=T
23	Шарбогард	Sarbogard=T
23	Шарбогар	Sarbogar=T
23	Чиксередо	Csikszeredo=T
23	Уюго	Uyugo=T
23	Удворгой	Udvorgoj=T
23	Толо	Tolo=T
23	Сала	Szala=T
23	Полес	Polesz=T
23	Обоу	Obou=T
23	Обовуй	Obovuj=T
23	Нодьконижо	Nogykonizso=T
23	Нешт	Nest=T
23	Мураш	Muras=T
23	Мукачевского	Mukacsevszkogo=T
23	Мармаруш	Marmarus=T
23	Летене	Letene=T
23	Кошице	Kosice=T
23	Комор	Komor=T
23	Каша	Kasa=T
23	Карей	Karé=T
23	Иваш	Ivas=T
23	Зента	Zenta=T
23	Земилим	Zemilim=T
23	Зага	Zaga=T
23	Дёрдь	Gyorgy=T
23	Дерть	Gyerty=T
23	Деор	Gyeor=T
23	Делатин	Gyelatin=T
23	Бротислава	Brotiszlava=T
23	Борон	Boron=T
23	Борож	Borozs=T
23	Беш	Bes=T
23	Бенкиш	Benkis=T
23	Бейкин	Békin=T
23	Абонь	Abony=T
22	Шонград	Songrad=T
22	Чурго	Csurgo=T
22	Чепель	Csepely=T
22	Унгвор	Ungvor=T
22	Собол	Szobol=T
22	Собойч	Szobojcs=T
22	Ситмар	Szitmar=T
22	Секейудворгей	Szekéudvorgé=T
22	Потон	Poton=T
22	Поград	Pograd=T
22	Пешт-Медье	Pest-Megye=T
22	Папа	Papa=T
22	Онт	Ont=T
22	Морцоли	Morcoli=T
22	Курска	Kurszka=T
22	Кезди	Kezdi=T
22	Карпаты	Karpati=T
22	Зоем	Zoem=T
22	Земелин	Zemelin=T
22	Егер	Eger=T
22	Гимер	Gimer=T
22	Гетер	Geter=T
22	Геер	Gér=T
22	Гевен	Geven=T
22	Весприл	Veszpril=T
22	Векеш	Vekes=T
22	Боршау	Borsau=T
22	Бери	Beri=T
22	Багбодро	Bagbodro=T
21	Шомодь-Меде	Somogy-Megye=T
21	Чинад	Csinad=T
21	Чик Меде	Csik_Megye=T
21	Хотван	Hotvan=T
21	Фегирвар	Fegirvar=T
21	Тош	Tos=T
21	Томно	Tomno=T
21	Толнов	Tolnov=T
21	Тоби	Tobi=T
21	Сирак	Szirak=T
21	Селаш	Szelas=T
21	Сейкейудворгей	Székéudvorgé=T
21	Сату Маре	Szatu_Mare=T
21	Сату-маре	Szatu-mare=T
21	Румыния	Románia=T
21	Припять	Pripjaty=T
21	Почо	Pocso=T
21	Пейт	Pét=T
21	Одергей	Ogyergé=T
21	Обече	Obecse=T
21	Мишколц	Miskolc=T
21	Кишкереш	Kiskeres=T
21	Кешт	Kest=T
21	З. У.	Z._U.=T
21	Дыр	Dir=T
21	Дунофельдвар	Dunofelydvar=T
21	Дунавска	Dunavszka=T
21	Дон	Don=T
21	Деречке	Gyerecske=T
21	Деичланцберг	Gyeicslancberg=T
21	Вер	Ver=T
21	Быстрица	Bisztrica=T
21	Бордош	Bordos=T
21	Белеш	Beles=T
21	Бекш	Beks=T
21	Алексеев	Alekszév=T
21	Абаул	Abaul=T
20	Шопроль	Soproly=T
20	Шомор	Somor=T
20	Шамот	Samot=T
20	Чорно	Csorno=T
20	Чокад	Csokad=T
20	Фер	Fer=T
20	Фегервар	Fegervar=T
20	Фашр	Fasr=T
20	Уйпешт	Ujpest=T
20	Толло	Tollo=T
20	Сотмар.	Szotmar.=T
20	Собоуч	Szoboucs=T
20	Сейкейудваргей	Székéudvargé=T
20	Сално	Szalno=T
20	Поличка	Policska=T
20	Петш	Pets=T
20	Озд	Ozd=T
20	Обоуйторна	Oboujtorna=T
20	Нодьконижа	Nogykonizsa=T
20	Ново	Novo=T
20	Нирбатор	Nirbator=T
20	Надворна	Nadvorna=T
20	Мункачев	Munkacsev=T
20	Меди	Medi=T
20	Маромуреш	Maromures=T
20	Кошаро	Kosaro=T
20	Колот	Kolot=T
20	Золо-Меде	Zolo-Megye=T
20	Земплит	Zemplit=T
20	Земплеш	Zemples=T
20	Земклин	Zemklin=T
20	Демер	Gyemer=T
20	Геур	Geur=T
20	Генц	Genc=T
20	Вихор	Vihor=T
20	Братиславль	Bratiszlavly=T
20	Борч	Borcs=T
20	Борок	Borok=T
20	Биголь	Bigoly=T
20	Бигай	Bigaj=T
20	Бачбодрак	Bacsbodrak=T
20	Адонь	Adony=T
19	Ченгер	Csenger=T
19	Чейк	Csék=T
19	Фелер	Feler=T
19	Фегар	Fegar=T
19	Сотлар	Szotlar=T
19	Сомош	Szomos=T
19	Солотвино	Szolotvino=T
19	Собонч	Szoboncs=T
19	Собольч-Меде	Szobolycs-Megye=T
19	Соболье	Szobolye=T
19	Собог	Szobog=T
19	Силаш	Szilas=T
19	Семплин	Szemplin=T
19	Сашу Маре	Szasu_Mare=T
19	Сачунь	Szacsuny=T
19	Сабо	Szabo=T
19	Путнок	Putnok=T
19	Познань	Poznany=T
19	Ноугрод	Nougrod=T
19	Нодград	Nodgrad=T
19	Нитропожонь	Nitropozsony=T
19	Надворно	Nadvorno=T
19	Морош торда	Moros_torda=T
19	Мор	Mor=T
19	Мадьяр	Magyjar=T
19	Кошо	Koso=T
19	Комарол	Komarol=T
19	Кишкикюле	Kiskikyule=T
19	Зол	Zol=T
19	Замбор	Zambor=T
19	Дунантуль	Dunantuly=T
19	Доер	Doer=T
19	Герм.	Germ.=T
19	Георг	Georg=T
19	Гельница	Gelynica=T
19	Гамер	Gamer=T
19	Галицкая	Galickaja=T
19	Вилан	Vilan=T
19	Вестирим	Vesztirim=T
19	Венгерской	Vengerszkoj=T
19	Брест	Breszt=T
19	Б-пешта	B-pesta=T
19	Бигор.	Bigor.=T
19	Береговое	Beregovoe=T
19	Берег-Меде	Bereg-Megye=T
19	Бекеш-Меде	Bekes-Megye=T
18	Эрдей	Ergyej=T
18	Шонронь	Sonrony=T
18	Шамонь	Samony=T
18	Чолад	Csolad=T
18	Фелед	Feled=T
18	Тонд	Tond=T
18	Тойду	Tojdu=T
18	Тейгу	Tégu=T
18	Сошмар	Szosmar=T
18	Солнок-Меде	Szolnok-Megye=T
18	Сентготхард	Szentgothard=T
18	Сатман	Szatman=T
18	Рацкеве	Rackeve=T
18	Пешь	Pesy=T
18	Пешб	Pesb=T
18	Пекеш	Pekes=T
18	Морош Тордо	Moros_Tordo=T
18	Мораштордо	Morastordo=T
18	Монори	Monori=T
18	Марцали	Marcali=T
18	Мармораш	Marmoras=T
18	Ляйбниц	Ljajbnic=T
18	Лейва	Léva=T
18	Коношвар	Konosvar=T
18	Комары	Komari=T
18	Камарно	Kamarno=T
18	Зила	Zila=T
18	Земпен	Zempen=T
18	Земиле	Zemile=T
18	Зембли	Zembli=T
18	Зали	Zali=T
18	Закарп.	Zakarp.=T
18	Дольна	Dolyna=T
18	Двер	Dver=T
18	Гонгор	Gongor=T
18	Весприт	Veszprit=T
18	Вал	Val=T
18	Ваар	Vár=T
18	Боронс	Boronsz=T
18	Бигорн	Bigorn=T
18	Бигард	Bigard=T
18	Берк	Berk=T
18	Бениш	Benis=T
18	Бегар	Begar=T
18	Барани	Barani=T
18	Америка	Amerika=T
18	Абоуйторна	Aboujtorna=T
17	Эделин	Egyelin=T
17	Шомедь	So=T
17	Шолюдь	Solyugy=T
17	Шарвари	Sarvari=T
17	Чанау	Csanau=T
17	Холми	Holmi=T
17	Фейгер	Féger=T
17	Ужгородской	Uzsgorodszkoj=T
17	тот же	tot_zse=T
17	Тома	Toma=T
17	Толоно	Tolono=T
17	Толмо	Tolmo=T
17	той же	toj_zse=T
17	Тайду	Tajdu=T
17	Сотма	Szotma=T
17	Соотмарской	Szootmarszkoj=T
17	Сомок	Szomok=T
17	Солон	Szolon=T
17	Собольчи	Szobolycsi=T
17	Серенчи	Szerencsi=T
17	Серенг	Szereng=T
17	Сейкеудворгей	Székeudvorgé=T
17	Сат-Мари	Szat-Mari=T
17	Саатмар	Szátmar=T
17	Песчан	Peszcsan=T
17	Паш	Pas=T
17	Орошхазо	Oroshazo=T
17	Оронештордо	Oronestordo=T
17	Одонь	Odony=T
17	Обоци	Oboci=T
17	Обони	Oboni=T
17	Обои	Oboi=T
17	Мукач	Mukacs=T
17	Мароштольдо	Marostolydo=T
17	Клюш	Klyus=T
17	Кеспонт	Keszpont=T
17	Кесек	Keszek=T
17	Кемер	Kemer=T
17	Зооло	Zoolo=T
17	Золой	Zoloj=T
17	Дунавече	Dunavecse=T
17	Геор	Geor=T
17	Ворш	Vors=T
17	Борония	Boronija=T
17	Бигор-Меде	Bigor-Megye=T
17	Бачбудрук	Bacsbudruk=T
17	Бач Бодрок	Bacs_Bodrok=T
17	Айду	Ajdu=T
17	Абауторна	Abautorna=T
16	Шепши	Sepsi=T
16	Чон	Cson=T
16	Фелир	Felir=T
16	Фегиер	Fegier=T
16	Уна	Una=T
16	Удворген	Udvorgen=T
16	Тольпо	Tolypo=T
16	Станислова	Sztaniszlova=T
16	Соболог	Szobolog=T
16	Сента	Szenta=T
16	Сашмар	Szasmar=T
16	Сату Мари	Szatu_Mari=T
16	Сарваш	Szarvas=T
16	Салок	Szalok=T
16	Попрад	Poprad=T
16	Окланд	Okland=T
16	оз. Балатон	oz._Balaton=T
16	Надьконижа	Nagykonizsa=T
16	Навград	Navgrad=T
16	Копушвар	Kopusvar=T
16	Капушвар	Kapusvar=T
16	Земплет	Zemplet=T
16	Дюир	Gyuir=T
16	Дольнау	Dolynau=T
16	Голанто	Golanto=T
16	Гелир	Gelir=T
16	Вигар	Vigar=T
16	Веспрель	Veszprely=T
16	Вен.	Ven.=T
16	вар	var=T
16	Братиславо	Bratiszlavo=T
16	Боршун	Borsun=T
16	Бороны	Boroni=T
16	Беккеш	Bekkes=T
16	Бегер	Beger=T
16	Башбодрок	Basbodrok=T
16	Багбодрон	Bagbodron=T
15	Шиклош	Siklos=T
15	Чотрад	Csotrad=T
15	Чонграя	Csongraja=T
15	Чик.	Csik.=T
15	Черна	Cserna=T
15	Хунедоара	Hunedoara=T
15	Хевин	Hevin=T
15	Фегир.	Fegir.=T
15	Фегель	Fegely=T
15	Файр	Fajr=T
15	Унь	Uny=T
15	Унтергальд	Untergald=T
15	Трансельвания	Transzelyvanija=T
15	Торонтан	Torontan=T
15	Толпо	Tolpo=T
15	Токой	Tokoj=T
15	Старого Оскола	Sztarogo_Oszkola=T
15	Солна	Szolna=T
15	Сойва	Szojva=T
15	Собольче	Szobolycse=T
15	Силань	Szilany=T
15	Секешфехервар	Szekesfehervar=T
15	Саладь	Szalagy=T
15	Пешт Меди	Pest_Medi=T
15	Печвар	Pecsvar=T
15	Пейкеш	Pékes=T
15	Острогожск	Osztrogozsszk=T
15	Одони	Odoni=T
15	Обоун	Oboun=T
15	Норград	Norgrad=T
15	Мукочево	Mukocsevo=T
15	Мохач	Mohacs=T
15	Морош-тордо	Moros-tordo=T
15	Мороштор	Morostor=T
15	Мороштарда	Morostarda=T
15	Морашторда	Morastorda=T
15	Маруштурда	Marusturda=T
15	Лошонц	Losonc=T
15	Кишварда	Kisvarda=T
15	Кессек	Keszszek=T
15	Калоча	Kalocsa=T
15	Зоола	Zoola=T
15	Золо Меде	Zolo_Megye=T
15	Золог	Zolog=T
15	Земплиш	Zemplis=T
15	Закарпатск.	Zakarpatszk.=T
15	Заго	Zago=T
15	Дунафельвар	Dunafelyvar=T
15	Дебрецин	Gyebrecin=T
15	Дебрецень	Gyebreceny=T
15	Гевеши	Gevesi=T
15	Вошвари	Vosvari=T
15	Вот	Vot=T
15	Вестприн	Vesztprin=T
15	Ват	Vat=T
15	Ван	Van=T
15	Будапешской	Budapesszkoj=T
15	Бротислав	Brotiszlav=T
15	Брашев	Brasev=T
15	Братислау	Bratiszlau=T
15	Берес	Beresz=T
15	Берегзас	Beregzasz=T
15	Бекин	Bekin=T
15	Бекешвар	Bekesvar=T
15	Баранд	Barand=T
15	Багар	Bagar=T
15	Альба	Alyba=T
15	Алба-Юлия	Alba-Julija=T
15	Абой	Aboj=T
14	Шомодо	Somodo=T
14	Шайрон	Sajron=T
14	Чолград	Csolgrad=T
14	Чик-Меде	Csik-Megye=T
14	Чанар	Csanar=T
14	Ховаш	Hovas=T
14	Фоер	Foer=T
14	Фекр	Fekr=T
14	Удворей	Udvoré=T
14	Удвор	Udvor=T
14	Турка	Turka=T
14	Толька	Tolyka=T
14	Тер	Ter=T
14	Сотумаре	Szotumare=T
14	Соболи	Szoboli=T
14	Секеудворгей	Szekeudvorgé=T
14	Сатуморе	Szatumore=T
14	Сату-Мары	Szatu-Mari=T
14	Саймар	Szajmar=T
14	Радуц	Raduc=T
14	Радоц	Radoc=T
14	Пожом	Pozsom=T
14	Пештмеге	Pestmege=T
14	Пеши	Pesi=T
14	Острогожска	Osztrogozsszka=T
14	Обуйторно	Obujtorno=T
14	Обо	Obo=T
14	Нолград	Nolgrad=T
14	Новоградской	Novogradszkoj=T
14	Нир	Nir=T
14	Мороштодо	Morostodo=T
14	Морошбордо	Morosbordo=T
14	Молдав	Moldav=T
14	Кошицкая	Kosickaja=T
14	Конт	Kont=T
14	Комору	Komoru=T
14	Комарна	Komarna=T
14	Комарн	Komarn=T
14	Коград	Kograd=T
14	Кестхей	Keszthé=T
14	Инг	Ing=T
14	Зама	Zama=T
14	Дюро	Gyuro=T
14	Дюйр	Gyujr=T
14	Гевеш-Меде	Geves-Megye=T
14	Вестри	Vesztri=T
14	Вестпри	Vesztpri=T
14	Весприк	Veszprik=T
14	Вейкеш	Vékes=T
14	Ваш-Меде	Vas-Megye=T
14	Будопештской	Budopestszkoj=T
14	Боршоль	Borsoly=T
14	Бортот	Bortot=T
14	Бигор Меде	Bigor_Megye=T
14	Бер	Ber=T
14	Белкеш	Belkes=T
14	Бекеши	Bekesi=T
14	Багбадрок	Bagbadrok=T
13	Яснодькунсольнок	Jásznogykunszolynok=T
13	Шанрон	Sanron=T
13	Чопронь	Csoprony=T
13	Чопград	Csopgrad=T
13	Хоромсен	Horomszen=T
13	Холт	Holt=T
13	Хойди	Hojdi=T
13	Хатван	Hatvan=T
13	Фепр	Fepr=T
13	Ушгородской	Usgorodszkoj=T
13	Унг-Меде	Ung-Megye=T
13	Удоргей	Udorgé=T
13	Удвар	Udvar=T
13	Торной	Tornoj=T
13	Тоб	Tob=T
13	Тиса	Tisza=T
13	та же	ta_zse=T
13	Старый Оскол	Sztarij_Oszkol=T
13	Сольнокдобоко	Szolynokdoboko=T
13	Солнок Меде	Szolnok_Megye=T
13	Собо	Szobo=T
13	Сат Мар	Szat_Mar=T
13	Салош	Szalos=T
13	Сабольт	Szabolyt=T
13	Радауц	Radauc=T
13	Прага	Praga=T
13	Помер	Pomer=T
13	Полно	Polno=T
13	Пештпилиш	Pestpilis=T
13	Перекопа	Perekopa=T
13	Пелет	Pelet=T
13	Обауйторно	Obaujtorno=T
13	Обауйторна	Obaujtorna=T
13	Мурав	Murav=T
13	Моку	Moku=T
13	Медя	Megya=T
13	Мараштордо	Marastordo=T
13	Мараштарда	Marastarda=T
13	Коморов	Komorov=T
13	Комароши	Komarosi=T
13	Комарим	Komarim=T
13	Колужвар	Koluzsvar=T
13	Коломня	Kolomnya=T
13	Колом	Kolom=T
13	Ковград	Kovgrad=T
13	Кечкемит	Kecskemit=T
13	Керменд	Kermend=T
13	Золот	Zolot=T
13	Земпмен	Zempmen=T
13	Земплиц	Zemplic=T
13	Земплер	Zempler=T
13	Залло	Zallo=T
13	Дюрдь	Gyurgy=T
13	Дуносердогей	Dunoszerdogé=T
13	Гестеши	Gesztesi=T
13	Гелер	Geler=T
13	Геделе	Gegyele=T
13	Гевш	Gevs=T
13	Гевош	Gevos=T
13	Вош-Меде	Vos-Megye=T
13	Воеводина	Voevodina=T
13	Вейсприм	Vészprim=T
13	Вашвари	Vasvari=T
13	Варшава	Varsava=T
13	Варонеж.	Varonezs.=T
13	Будап.	Budap.=T
13	Братислов	Bratiszlov=T
13	Бочбадрог	Bocsbadrog=T
13	Боршонт	Borsont=T
13	Боршан	Borsan=T
13	Божон	Bozson=T
13	Бигорт	Bigort=T
13	Берехово	Berehovo=T
13	Береж	Berezs=T
13	Беикиш	Beikis=T
13	Бачки	Bacski=T
13	Бачбордо	Bacsbordo=T
13	Барнхольм	Barnholym=T
13	Адони	Adoni=T
13	Абауй Торно	Abauj_Torno=T
12	Яснотькунсолнок	Jásznotykunszolnok=T
12	Эваш	Evas=T
12	Шо	So=T
12	Шарошпоток	Sarospotok=T
12	Чюк	Csyuk=T
12	Чумград	Csumgrad=T
12	Чорна	Csorna=T
12	Чона	Csona=T
12	Чепрег	Csepreg=T
12	Чап	Csap=T
12	Харомеек	Haromék=T
12	Феш	Fes=T
12	Фегер-Меде	Feger-Megye=T
12	Унвар	Unvar=T
12	Ужгорода	Uzsgoroda=T
12	Удворий	Udvorij=T
12	Удварген	Udvargen=T
12	Трескауне	Treszkaune=T
12	Топольцо	Topolyco=T
12	Топольца	Topolyca=T
12	Тольма	Tolyma=T
12	Тимишора	Timisora=T
12	Сонград	Szongrad=T
12	Сомюк	Szomyuk=T
12	Собльч	Szoblycs=T
12	Сечень	Szecseny=T
12	Секешфегервар	Szekesfegervar=T
12	Сатумара	Szatumara=T
12	Сатмарской	Szatmarszkoj=T
12	Сально	Szalyno=T
12	Сабор	Szabor=T
12	Саболье	Szabolye=T
12	Рожне	Rozsne=T
12	Рагу	Ragu=T
12	Пустой	Pusztoj=T
12	Петт	Pett=T
12	Перечень	Perecseny=T
12	Паркан	Parkan=T
12	Оузд	Ouzd=T
12	Обойторно	Obojtorno=T
12	Нодькато	Nogykato=T
12	Нидер-Донау	Nider-Donau=T
12	Муросомбат	Muroszombat=T
12	Мошоль	Mosoly=T
12	Марцальского	Marcalyszkogo=T
12	Маруштурдо	Marusturdo=T
12	Коша	Kosa=T
12	Комитат	Komitat=T
12	Комаромской	Komaromszkoj=T
12	Комарой	Komaroj=T
