2	Санкнельтен	Sanknelten=T	Sankt Pölten
2	Санкитусвальц	Szankituszvalyc=T	
2	Санкентель	Sankentel=T	
2	Санкельтен	Sankelten=T	
2	Санкатран	Sankatran=T	
2	Санимов	Szanimov=T	
2	Саниельтен	Sanielten=T	
2	Саниельден	Sanielden=T	
2	Санигер	Szaniger=T	
2	Сандомир	Szandomir=T	
2	Сандерть	Szangyerty=T	Szentgyörgy
2	Сандерт	Szangyert=T	Szentgyörgy
2	Сандаларуя	Szandalaruja=T	
2	Санготхарт	Szangothart=T	Szentgotthárd
2	Санготхар	Szangothar=T	Szentgotthárd
2	Санготару	Szangotaru=T	Szentgotthárd
2	Санготарт	Szangotart=T	Szentgotthárd
2	Сангидо	Szangido=T	
2	Санботхой	Szanbothoj=T	
2	Сан-Бётен	San-Böten=T	Sankt Pölten
2	Санард	Szanard=T	
2	Самяде	Szamjagye=T	
2	Самфлория	Samfloria=T	Sankt Florian
2	Самушнер	Szamusner=T	Szamoskér
2	Самуш-Доро	Szamus-Doro=T	
2	Сампюльтен	Sampülten=T	Sankt Pölten
2	Сампольтен	Sampolten=T	Sankt Pölten
2	Сампольт	Sampolt=T	Sankt Pölten
2	Самперт	Sampert=T	
2	Сампельтон	Sampelton=T	Sankt Pölten
2	Сампельт	Szampelyt=T	Sankt Pölten
2	Сампелтен	Szampelten=T	Sankt Pölten
2	Самошуйлон	Szamosujlon=T	Szamosújlak
2	Самоштино	Szamostino=T	
2	Самоленде	Szamolengye=T	
2	Самиюль	Samiül=T	
2	Самиельтен	Samielten=T	Sankt Pölten
2	Самботчейк	Szambotcsék=T	Szombathely
2	Самботхэй	Szambothhely=T	Szombathely
2	Самботней	Szambotné=T	Szombathely
2	Самботкель	Szambotkely=T	Szombathely
2	Самботиль	Szambotily=T	Szombathely
2	Самболой	Szamboloj=T	
2	Самбожай	Szambozsaj=T	
2	Самбогей	Szambogé=T	
2	Самбатхой	Szambathoj=T	Szombathely
2	Самбатут	Szambatut=T	
2	Сальпельтен	Szalypelyten=T	Sankt Pölten
2	Сальпельтен	Salpelten=T	Sankt Pölten
2	Сальпелтен	Salpelten=T	Sankt Pölten
2	Салькелтен	Salkelten=T	Sankt Pölten
2	Сальж	Szalyzs=T	
2	Салтольтен	Saltolten=T	
2	Салпельт	Salpelt=T	
2	Салпелтен	Salpelten=T	Sankt Pölten
2	Салосней	Szaloszné=T	
2	Салейштейн	Saleistein=T	
2	Салед	Szaled=T	
2	Саласентласло	Szalaszentlaszlo=T	Zalaszentlászló
2	Салардтелен	Szalardelen=T	
2	Саксет Мартон	Szakszet_Marton=T	Szalkszentmárton
2	Саксерд	Szakszerd=T	Szekszárd
2	Сакпир	Szakpir=T	
2	Сакпельц	Sakpelz=T	
2	Сакпельтен	Sakpelten=T	Sankt Pölten
2	Сайус	Szajusz=T	
2	Сайпетер	Saipeter=T	
2	Саихида	Szaihida=T	
2	Саиктпельтен	Saiktpelten=T	Sankt Pölten
2	Саиднерд	Szaidnerd=T	
2	Сазриг	Szazrig=T	
2	Саздице	Szazdice=T	
2	Сажу-Море	Szazsu-More=T	Szatmárnémeti
2	Саефо	Szaefo=T	
2	Саефенаш	Szaefenas=T	
2	Саерген	Szaergen=T	
2	Садомшояш	Szadomsojas=T	
2	Садамаш	Szadamas=T	Szádalmás
2	Садалалмаш	Szadalalmas=T	Szádalmás
2	Сагупы	Szagupi=T	
2	Сагетатоказе	Szagetatokaze=T	
2	Сабочь-Меди	Szabocsy-Medi=T	Szabolcs
2	Сабочбако	Szabocsbako=T	Szabolcsbáka
2	Саботшалош	Szabotsalos=T	Szabadszállás
2	Саботсано	Szabotszano=T	Szabadszállás
2	Сабот Салош	Szabot_Szalos=T	Szabadszállás
2	Саботсало	Szabotszalo=T	Szabadszállás
2	Сабот-Салаш	Szabot-Szalas=T	Szabadszállás
2	Саботвалош	Szabotvalos=T	Szabadszállás
2	Сабосалош	Szaboszalos=T	Szabadszállás
2	Саборсалош	Szaborszalos=T	Szabadszállás
2	Сабольч-Бако	Szabolycs-Bako=T	Szabolcsbáka
2	Сабожкин	Szabozskin=T	
2	Сабод-Салаш	Szabod-Szalas=T	Szabadszállás
2	Сабодсагаш	Szabodszagas=T	Szabadszállás
2	Сабодеалаш	Szabogyealas=T	Szabadszállás
2	Сабодалош	Szabodalos=T	Szabadszállás
2	Сабогирбершт	Szabogirberst=T	
2	Сабитко	Szabitko=T	
2	Сабельд	Szabelyd=T	
2	Сабат-Салаш	Szabat-Szalas=T	Szabadszállás
2	Сабатвян	Szabatvjan=T	Szabadbattyán
2	Сабат-Ботья	Szabat-Botyja=T	Szabadbattyán
2	Сабазждвичи	Szabazzsdvicsi=T	
2	Сабад-Салаш	Szabad-Szalas=T	Szabadszállás
2	Рябово	Rjabovo=T	
2	Рюшмурань	Ryusmurany=T	
2	Рюзерродваль	Ryuzerrodvaly=T	Füzérradvány
2	Рынешь	Rinesy=T	
2	Рылосыч	Riloszics=T	
2	Рыбцевиш	Ribcevis=T	Répcevis
2	Рутшино	Rutsino=T	
2	Руткино	Rutkino=T	
2	Русские Комаровцы	Ruszszkie_Komarovci=T	Oroszkomoróc
2	Рунгурн	Rungurn=T	
2	Рунгули	Runguli=T	
2	Рунгри	Rungri=T	
2	Рун	Run=T	
2	Румыно-Венгерской границе	Rumino-Vengerszkoj_granice=T	román-magyar határ
2	Румыни.	Rumini.=T	
2	Румынести	Rumineszti=T	
2	Румми	Rummi=T	
2	Руминия	Ruminija=T	Románia
2	Румбо	Rumbo=T	
2	Рузенберг	Ruzenberg=T	Rózsahegy
2	Рудобония	Rudobonija=T	Rudabánya
2	Руданец	Rudanec=T	
2	Рубуга	Rubuga=T	
2	Рублин	Rublin=T	
2	Рубекатон	Rubekaton=T	
2	Рубак	Rubak=T	
2	Рошковяк	Roskovjak=T	
2	Рофойпоуйфолу	Rofojpoujfalu=T	
2	Рофойко-Уйфамо	Rofojko-Ujfamo=T	
2	Рофейно	Roféno=T	
2	Рофайно	Rofajno=T	
2	Роунофу	Rounofu=T	
2	Роуносик	Rounoszik=T	
2	Роукове	Roukove=T	
2	Роужо-фо	Rouzso-fo=T	
2	Ротошия	Rotosija=T	
2	Ротнев	Rotnev=T	
2	Ротесбург	Rotesburg=T	
2	Росушо	Roszuso=T	
2	Ростошня	Rosztosnya=T	
2	Ростов на Дону	Rosztov_na_Donu=T	
2	Ронцокопи	Roncokopi=T	
2	Ронуковачи	Ronukovacsi=T	
2	Роноч	Ronocs=T	
2	Ронофельд	Ronofelyd=T	
2	Ронис	Ronisz=T	
2	р-оне Коломии	r-one_Kolomii=T	
2	Ромельсбург	Romelyszburg=T	
2	Ролу	Rolu=T	
2	Ролгогута	Rolgoguta=T	
2	Рокошпопото	Rokospopoto=T	Rákospalota
2	Рокош-Полото	Rokos-Poloto=T	Rákospalota
2	Рокошполоти	Rokospoloti=T	Rákospalota
2	Рокошполе	Rokospole=T	Rákospalota
2	Рокошая	Rokosaja=T	
2	Рокоша	Rokosa=T	Rakaca
2	Рокоца-Сент	Rokoca-Szent=T	Rakacaszend
2	Рокофи	Rokofi=T	
2	Рокомор	Rokomor=T	
2	Рокомаш	Rokomas=T	Rakamaz
2	Рокомадо	Rokomado=T	
2	Рокалоз	Rokaloz=T	Rakamaz
2	Ройчица	Rojcsica=T	
2	Ройпо	Rojpo=T	
2	Розул	Rozul=T	
2	Рознява	Roznyava=T	Rozsnyó
2	Розинау	Rosinau=T	
2	Розильня	Rozilynya=T	
2	Розентал	Rosental=T	
2	Розенов	Rozenov=T	
2	Роземберг	Rozemberg=T	Rózsahegy
2	Розельно	Rozelyno=T	
2	Роздольна	Rozdolyna=T	
2	Розваль	Rozvaly=T	
2	Розано	Rozano=T	
2	Рожено	Rozseno=T	
2	Роженев	Rozsenev=T	
2	Рожар	Rozsar=T	
2	Роев	Roev=T	
2	Родошто	Rodosto=T	Rodostó
2	Родкутфай	Rodkutfaj=T	
2	Родкино	Rodkino=T	
2	Рогрбаум	Rogrbaum=T	
2	Рогонц	Rogonz=T	
2	Ровазу	Rovazu=T	
2	Робошдег	Robosgyeg=T	
2	Робоковоч	Robokovocs=T	Rábakovácsi
2	Робоковач	Robokovács=T	Rábakovácsi
2	Робок	Robok=T	
2	Рободьёриот	Robogyoriot=T	Rábagyarmat
2	Рободермант	Robogyermant=T	Rábagyarmat
2	р-н. Капошвар	r-n._Kaposvár=T	Kaposvári járás
2	р-не Эстергума	r-ne_Eszterguma=T	Esztergomi járás
2	р-не Эстергоф	r-ne_Esztergof=T	Esztergomi járás
2	р-не Эперйеш	r-ne_Eperjes=T	Eperjesi járás
2	р-не Энинг	r-ne_Ening=T	Enyingi járás
2	р-не Эге	r-ne_Ege=T	
2	р-не Штаер	r-ne_Staer=T	
2	р-не Шопрона	r-ne_Soprona=T	Soproni járás
2	р-не Шольд	r-ne_Solyd=T	
2	р-не Шокрошь	r-ne_Sokrosy=T	
2	р-не Шепетовка	r-ne_Sepetovka=T	
2	р-не Шарва	r-ne_Sarva=T	
2	р-не Шапран	r-ne_Sapran=T	Soproni járás
2	р-не Чорна	r-ne_Csorna=T	Csornai járás
2	р-не Чобо	r-ne_Csobo=T	
2	р-не Чоб	r-ne_Csob=T	
2	р-не Чик	r-ne_Csik=T	
2	р-не Чет	r-ne_Cset=T	
2	р-не Чай	r-ne_Csaj=T	
2	р-не Цитау	r-ne_Citau=T	
2	р-не Цеглед	r-ne_Cegled=T	Ceglédi járás
2	р-не Цаца	r-ne_Caca=T	
2	р-не Хотвон	r-ne_Hotvon=T	Hatvani járás
2	р-не Хевиз	r-ne_Heviz=T	Hévízi járás
2	р-не Физеш Абонь	r-ne_Fizes_Abony=T	Füzesabonyi járás
2	р-не Феодосия	r-ne_Feodoszija=T	
2	р-не Фельшимесензе	r-ne_Felysimeszenze=T	
2	р-не Фельдбах	r-ne_Feldbach=T	
2	р-не Ушгорода	r-ne_Usgoroda=T	Ungvári járás
2	р-не Унгловеш	r-ne_Ungloves=T	
2	р-не Унгбар	r-ne_Ungbar=T	Ungvári járás
2	р-не Туроц-Сент-Мартон	r-ne_Turoc-Szent-Marton=T	Turócszentmártoni járás
2	р-не Турка	r-ne_Turka=T	
2	р-не Тольно	r-ne_Tolyno=T	
2	р-не Тольна	r-ne_Tolyna=T	
2	р-не Тиш	r-ne_Tis=T	
2	р-не Теки	r-ne_Teki=T	
2	р-не Тарнополя	r-ne_Tarnopolja=T	
2	р-не Тарговица	r-ne_Targovica=T	
2	р-не Сумбатхей	r-ne_Szumbathely=T	Szombathelyi járás
2	р-не Старого Оскола	r-ne_Sztarogo_Oszkola=T	
2	р-не Станислав.	r-ne_Sztaniszlav.=T	
2	р-не Сталислава	r-ne_Sztaliszlava=T	
2	р-не Сталинград	r-ne_Sztalingrad=T	
2	р-не Сосреген	r-ne_Szoszregen=T	Szászrégeni járás
2	р-не Сомботий	r-ne_Szombotij=T	Szombathelyi járás
2	р-не Сомботель	r-ne_Szombotely=T	Szombathelyi járás
2	р-не Сомбатей	r-ne_Szombaté=T	Szombathelyi járás
2	р-не Соло	r-ne_Szolo=T	Zala
2	р-не Силадь	r-ne_Szilagy=T	Szilágy
2	р-не Сеца	r-ne_Szeca=T	
2	р-не Серенч	r-ne_Szerencs=T	Szerencsi járás
2	р-не Сентеш	r-ne_Szentes=T	Szentesi járás
2	р-не Сентготхард	r-ne_Szentgothard=T	Szentgotthárdi járás
2	р-не Сентготгард	r-ne_Szentgotgard=T	Szentgotthárdi járás
2	р-не Севс	r-ne_Szevsz=T	
2	р-не Севека	r-ne_Szeveka=T	
2	р-не Свобода	r-ne_Szvoboda=T	
2	р-не Сачуш	r-ne_Szacsus=T	
2	р-не Ростов-Дон	r-ne_Rosztov-Don=T	
2	р-не Росош	r-ne_Roszos=T	
2	р-не Рорбах	r-ne_Rorbach=T	
2	р-не Ревеля	r-ne_Revelja=T	
2	р-не Растока	r-ne_Rasztoka=T	
2	р-не Рабо	r-ne_Rabo=T	
2	р-не Принямо	r-ne_Prinyamo=T	
2	р-не Прешова	r-ne_Presova=T	Eperjesi járás
2	р-не Прагадиц-Будвайс	r-ne_Pragadic-Budvajsz=T	
2	р-не Поросло	r-ne_Poroszlo=T	Poroszlói járás
2	р-не Полоцка	r-ne_Polocka=T	
2	р-не Пожон	r-ne_Pozson=T	Pozsonyi járás
2	р-не Пинек	r-ne_Pinek=T	
2	р-не Пеште	r-ne_Peste=T	Pest
2	р-не Пермберг	r-ne_Permberg=T	
2	р-не Папа	r-ne_Papa=T	Pápai járás
2	р-не Пажонь	r-ne_Pazsony=T	Pozsonyi járás
2	р-не Нотьконижо	r-ne_Notykonizso=T	Nagykanizsai járás
2	р-не Нодьсокачи	r-ne_Nogyszokacsi=T	járás
2	р-не Нодьсалонта	r-ne_Nogyszalonta=T	Nagyszalontai járás
2	р-не Нодькереш	r-ne_Nogykeres=T	Nagykőrösi járás
2	р-не Нодьканижа	r-ne_Nogykanizsa=T	Nagykanizsai járás
2	р-не Нодьварод	r-ne_Nogyvarod=T	Nagyváradi járás
2	р-не Нодь	r-ne_Nogy=T	
2	р-не Нодворного	r-ne_Nodvornogo=T	
2	р-не Ноград	r-ne_Nograd=T	Nógrád
2	р-не Нитра	r-ne_Nitra=T	Nyitra
2	р-не Ниредьгазо	r-ne_Niregyháza=T	Nyíregyházi járás
2	р-не Нижнего	r-ne_Nizsnego=T	
2	р-не Нежин	r-ne_Nezsin=T	
2	р-не Надькониже	r-ne_Nagykonizse=T	Nagykanizsai járás
2	р-не Надьконижа	r-ne_Nagykonizsa=T	Nagykanizsai járás
2	р-не Надворное	r-ne_Nadvornoe=T	
2	р-не Муро	r-ne_Muro=T	
2	р-не Мункач	r-ne_Munkacs=T	Munkácsi járás
2	р-не Мошонмодяровар	r-ne_Mosonmogyarovár=T	Mosonmagyaróvári járás
2	р-не Мошонмадьярувар	r-ne_Mosonmagyjaruvár=T	Mosonmagyaróvári járás
2	р-не Молдаванской	r-ne_Moldavanszkoj=T	
2	р-не Микулица	r-ne_Mikulica=T	
2	р-не Мешковец	r-ne_Meskovec=T	
2	р-не Мезекевиш	r-ne_Mezekevis=T	Mezőkövesdi járás
2	р-не Малацкин	r-ne_Malackin=T	
2	р-не Мако	r-ne_Mako=T	Makói járás
2	р-не Мадяровар	r-ne_Magyarovár=T	Magyaróvári járás
2	р-не Люблин	r-ne_Lyublin=T	
2	р-не Львов	r-ne_Lyvov=T	
2	р-не Луже	r-ne_Luzse=T	
2	р-не Липень	r-ne_Lipeny=T	
2	р-не Ленты	r-ne_Lenti=T	Lenti járás
2	р-не Лендва	r-ne_Lendva=T	Lendvai járás
2	р-не Леве	r-ne_Leve=T	
2	р-не Кюссек	r-ne_Kyuszszek=T	Kőszegi járás
2	р-не Кюсек	r-ne_Kyuszek=T	Kőszegi járás
2	р-не Кюрмент	r-ne_Kyurment=T	Körmendi járás
2	р-не Кушкомарум	r-ne_Kuskomarum=T	Kiskomáromi járás
2	р-не Курменд	r-ne_Kurmend=T	Körmendi járás
2	р-не Крымской	r-ne_Krimszkoj=T	
2	р-не Краматорска	r-ne_Kramatorszka=T	
2	р-не Коша	r-ne_Kosa=T	
2	р-не Кочетовки	r-ne_Kocsetovki=T	
2	р-не Косов	r-ne_Koszov=T	
2	р-не Конувар	r-ne_Konuvár=T	Kapuvári járás
2	р-не Коморова	r-ne_Komorova=T	
2	р-не Комароме	r-ne_Komarome=T	Komáromi járás
2	р-не Комарно	r-ne_Komarno=T	Komáromi járás
2	р-не Комарварош	r-ne_Komarváros=T	Komárvárosi járás
2	р-не Колоневар	r-ne_Kolonevár=T	
2	р-не Коломы	r-ne_Kolomi=T	
2	р-не Коломны	r-ne_Kolomni=T	
2	р-не Коломна	r-ne_Kolomna=T	
2	р-не Коломец	r-ne_Kolomec=T	
2	р-не Коломаш	r-ne_Kolomas=T	
2	р-не Кишвеленце	r-ne_Kisvelence=T	
2	р-не Кишбаен	r-ne_Kisbaen=T	
2	р-не Кёссек	r-ne_Koszszek=T	Kőszegi járás
2	р-не Кермент	r-ne_Kerment=T	Körmendi járás
2	р-не Кашица	r-ne_Kasica=T	Kassai járás
2	р-не Капошвар	r-ne_Kaposvár=T	Kaposvári járás
2	р-не Калиш	r-ne_Kalis=T	
2	р-не Игло	r-ne_Iglo=T	Iglói járás
2	р-не Ивенчур	r-ne_Ivencsur=T	
2	р-не Ивановка	r-ne_Ivanovka=T	
2	р-не Зологерсек	r-ne_Zologerszek=T	Zalaegerszegi járás
2	р-не Золе	r-ne_Zole=T	Zala
2	р-не Золаэгерсег	r-ne_Zolaegerszeg=T	Zalaegerszegi járás
2	р-не Зилика	r-ne_Zilika=T	
2	р-не Земплен	r-ne_Zemplen=T	Zemplén
2	р-не Зелец	r-ne_Zelec=T	
2	р-не Жилина	r-ne_Zsilina=T	Zsolnai járás
2	р-не Егерь	r-ne_Egery=T	Egri járás
2	р-не Дюла	r-ne_Gyula=T	Gyulai járás
2	р-не Дюер	r-ne_Gyuer=T	Győri járás
2	р-не Дьер	r-ne_Gyer=T	Győri járás
2	р-не Дунофельдвор	r-ne_Dunofelydvor=T	Dunaföldvári járás
2	р-не Дуна-Килита	r-ne_Duna-Kilita=T	Dunakiliti járás
2	р-не Дорог	r-ne_Dorog=T	Dorogi járás
2	р-не Добри	r-ne_Dobri=T	
2	р-не Демин	r-ne_Gyemin=T	
2	р-не Дематин	r-ne_Gyematin=T	
2	р-не Делашин	r-ne_Gyelasin=T	
2	р-не Дань	r-ne_Dany=T	
2	р-не Гроцка	r-ne_Grocka=T	
2	р-не Гродно	r-ne_Grodno=T	
2	р-не Грац	r-ne_Grac=T	
2	р-не Графсвальд	r-ne_Grafszvalyd=T	
2	р-не Гобо	r-ne_Gobo=T	
2	р-не Гиральтовце	r-ne_Giralytovce=T	
2	р-не Гиральтовече	r-ne_Giralytovecse=T	
2	р-не Геделе	r-ne_Gegyele=T	
2	р-не Вудапешт	r-ne_Vudapest=T	Budapest
2	р-не Врешен	r-ne_Vresen=T	
2	р-не Вошь	r-ne_Vosy=T	
2	р-не Воронеш	r-ne_Vorones=T	
2	р-не Виш	r-ne_Vis=T	
2	р-не Витенберг	r-ne_Vitenberg=T	
2	р-не Веспрейм	r-ne_Veszprém=T	Veszprémi járás
2	р-не Веспреим	r-ne_Veszpreim=T	Veszprémi járás
2	р-не Вены	r-ne_Weni=T	
2	р-не Вена	r-ne_Vena=T	
2	р-не Веленци	r-ne_Velenci=T	Velencei járás
2	р-не Веленце	r-ne_Velence=T	Velencei járás
2	р-не Быстрица	r-ne_Bisztrica=T	
2	р-не Будда	r-ne_Budda=T	
2	р-не Будвайс	r-ne_Budvajsz=T	
2	р-не Брошов	r-ne_Brosov=T	Brassói járás
2	р-не Броды	r-ne_Brodi=T	
2	р-не Брест	r-ne_Breszt=T	
2	р-не Братислова	r-ne_Bratiszlova=T	Pozsonyi járás
2	р-не Братислав	r-ne_Bratiszlav=T	Pozsonyi járás
2	р-не Боя	r-ne_Boja=T	Bajai járás
2	р-не Борш	r-ne_Bors=T	Borsi járás
2	р-не Бобруйск	r-ne_Bobrujszk=T	
2	р-не Берексас	r-ne_Berekszasz=T	Beregszászi járás
2	р-не Берегова	r-ne_Beregova=T	
2	р-не Белоподлесска	r-ne_Belopodleszszka=T	
2	р-не Беленеш	r-ne_Belenes=T	Belényesi járás
2	р-не Бела-Подляска	r-ne_Bela-Podljaszka=T	
2	р-не Бела	r-ne_Bela=T	
2	р-не Бекешьчаба	r-ne_Bekesycsaba=T	Békéscsabai járás
2	р-не Бекешчобо	r-ne_Bekescsaba=T	Békéscsabai járás
2	р-не Бекешчабо	r-ne_Bekescsaba=T	Békéscsabai járás
2	р-не Бекешгобо	r-ne_Bekescsaba=T	Békéscsabai járás
2	р-не Бац	r-ne_Bac=T	Váci járás
2	р-не Бардсов	r-ne_Bardszov=T	
2	р-не Барднов	r-ne_Bardnov=T	
2	р-не Бардиев	r-ne_Bardiev=T	
2	р-не Балатон	r-ne_Balaton=T	Balaton
2	р-не Бадарь	r-ne_Badary=T	
2	р-не Бабановичи	r-ne_Babanovicsi=T	
2	р-не Аккерман	r-ne_Akkerman=T	
2	р-не Аврамоски	r-ne_Auramoszki=T	
2	Ришонто	Risonto=T	
2	Ришкозбаранч	Riskozbarancs=T	Rétközberencs
2	Рицкообемаш	Rickoobemas=T	
2	Риф	Rif=T	
2	Рипниц	Ripnic=T	
2	Риосейк	Rioszék=T	
2	Ринцелок	Rincelok=T	Répcelak
2	Римууц	Rimuuc=T	Rimóc
2	Римоувц	Rimouvc=T	Rimóc
2	Римосумбут	Rimoszumbut=T	Rimaszombat
2	Римосумборт	Rimoszumbort=T	Rimaszombat
2	Римосомбой	Rimoszomboj=T	Rimaszombat
2	Римог	Rimog=T	Rimóc
2	Римассубота	Rimaszszubota=T	Rimaszombat
2	Рийко	Rijko=T	
2	Ризвайдер	Rizvajgyer=T	
2	Ридяш	Rigyas=T	
2	Ридяу	Rigyau=T	
2	Ридау	Ridau=T	
2	Рид	Rid=T	
2	Ривлань	Rivlany=T	
2	Рибцевиш	Ribcevis=T	Répcevis
2	Ржев	Rzsev=T	
2	Рёкешмезе	Rokesmeze=T	Rákosmező
2	Решкмон	Reskmon=T	
2	Рец	Rec=T	
2	Реформатуш	Reformatus=T	
2	Реформатум	Reformatum=T	
2	Рефлеанвар	Refleanvár=T	Révleányvár
2	Рефковачхазо	Refkovacsháza=T	
2	Реукемезей	Reukemező=T	Rákosmező
2	Ретцевиш	Retcevis=T	Répcevis
2	Ретебург	Reteburg=T	
2	Ресфиньсару	Reszfinyszaru=T	Jászfényszaru
2	Ресеч	Reszecs=T	Reszege
2	Реритч	Reritcs=T	
2	Репцевиз	Repceviz=T	Répcevis
2	Репуевиш	Repuevis=T	Répcevis
2	Реппель	Reppely=T	
2	Репинск	Repinszk=T	
2	Ренштат	Renstat=T	
2	Ренцелок	Rencelok=T	Répcelak
2	Рен-солог	Ren-szolog=T	
2	Ренгфельд	Rengfeld=T	
2	Ремото	Remoto=T	
2	Ремнехолош	Remneholos=T	
2	Реметья	Remetyja=T	
2	Релдеш	Relgyes=T	
2	Рексард	Rekszard=T	Szekszárd
2	Рекер	Reker=T	
2	реке Висле	reke_Viszle=T	
2	Рейфура	Réfura=T	
2	Рейин	Réin=T	
2	Рейзинг	Reising=T	
2	Рейгеан	Reigean=T	
2	Рейв-Фюлен	Rév-Fyulen=T	Révfülöp
2	Рейв-Леаль-Вар	Rév-Lealy-Var=T	Révleányvár
2	Реицевиш	Reicevis=T	Répcevis
2	Режнев	Rezsnev=T	
2	Редия	Redija=T	
2	Регир	Regir=T	
2	Регин-сат	Regin-szat=T	
2	Регенсбург	Regenszburg=T	Regensburg
2	Ревланвар	Revlanvár=T	Révleányvár
2	Ревич	Revics=T	
2	Реваль	Revaly=T	
2	Ребцевиш	Rebcevis=T	Répcevis
2	Ребочей	Rebocsé=T	
2	Ребец	Rebez=T	
2	Рашшоу	Raschschou=T	
2	Рацомаш	Racomas=T	Rácalmás
2	Рац-Олмаш	Rac-Olmas=T	Rácalmás
2	Рац-Керестул	Rac-Keresztul=T	Ráckeresztúr
2	Рацкересту	Rackeresztu=T	Ráckeresztúr
2	Рацкево	Rackevo=T	Ráckeve
2	Рацен	Razen=T	
2	Рацеве	Raceve=T	Ráckeve
2	Рафойно	Rafojno=T	
2	Раупотано	Raupotano=T	
2	Раукевер	Raukever=T	Ráckeve
2	Ратушь Полуто	Ratusy_Poluto=T	
2	Ратушню	Ratusnyu=T	
2	Ратушная	Ratusnaja=T	
2	Ратпа	Ratpa=T	
2	Рарушмуяд	Rarusmujad=T	
2	Рапушполото	Rapuspalota=T	Rákospalota
2	Раношпалоба	Ranospaloba=T	Rákospalota
2	Рандофгёге	Randofgoge=T	
2	Ракуштебо	Rakustebo=T	
