Земплем	Zemplén/R
Земпли	Zemplén/R
Земплим	Zemplén/R
Земплым	Zemplén/R
Зента	Zenta/R
Зирц	Zirc/R
Зомбор	Zombor/R
Зэмплим	Zemplén/R
Ивеш	Heves/R
Ивещ	Heves/R
интернирован	kitelepített/R
Капошвар	Kaposvár/R
Карей	Nagykároly/R
Карпат	Kárpátalja/R
Касторное	Kasztornoje/R
Каша	Kassa/R
Кечкемет	Kecskemét/R
Кишвардо	Kisvárda/R
Кишкюкюле	Kis-Küküllő/R
Клуж	Kolozs/R
Клуш	Kolozs/R
Коломея	Kolomija/R
Коломия	Kolomija/R
Коломыя	Kolomija/R
Колотвар	Kolozsvár/R
Колошвар	Kolozsvár/R
Комарно	Komárom/R
Комаро	Komárom/R
Копошвар	Kaposvár/R
Косторное	Kasztornoje/R
Кошица	Kassa/R
Кошице	Kassa/R
Курск.	Kurszk/R
Курской	Kurszk/R
Летене	Letenye/R
Мако	Makó/R
Марашторда	Maros-Torda/R
Марморош	Máramaros/R
Мароштардо	Maros-Torda/R
Марошторде	Maros-Torda/R
Мароштордо	Maros-Torda/R
Мароштурда	Maros-Torda/R
Мароштурдо	Maros-Torda/R
Марушторда	Maros-Torda/R
Маруштордо	Maros-Torda/R
Мишкольц	Miskolc/R
Монор	Monor/R
Морморош	Máramaros/R
Мороштардо	Maros-Torda/R
Морошторда	Maros-Torda/R
Морошторде	Maros-Torda/R
Мороштордо	Maros-Torda/R
Мороштурда	Maros-Torda/R
Мороштурдо	Maros-Torda/R
Морощтордо	Maros-Torda/R
Морушторда	Maros-Torda/R
Моруштордо	Maros-Torda/R
Моруштурдо	Maros-Torda/R
Мукачев	Munkács/R
Мукачева	Munkács/R
Мукачево	Munkács/R
Мукачевского	Munkács/R
Мункач	Munkács/R
Мункачево	Munkács/R
Муреш	Maros/R
Муриш	Maros/R
Наград	Nógrád/R
Науград	Nógrád/R
Новрад	Nógrád/R
Нодьварод	Nagyvárad/R
Нойград	Nógrád/R
Нонград	Nógrád/R
Нооград	Nógrád/R
Ноуград	Nógrád/R
Обой	Abaúj/R
Обонь	Abony/R
Обоу	Abaúj/R
Обоуйторно	Abaúj-Torna/R
Обоут	Abaúj/R
Обуй	Abaúj/R
Одоргей	Udvarhely/R
Одорхей	Udvarhely/R
Ойду	Hajdú/R
Острогорска	Osztrogozsszk/R
Папо	Pápa/R
Пейч	Pécs/R
Печь	Pécs/R
Пешт Меде	Pest/R
Пешт-Меде	Pest/R
Пешт-Меди	Pest/R
Пештской	Pest/R
Подкарп. Русь	Kárpátalja/R
Рахов	Rahó/R
Рожнев	Rozsnyó/R
Сакмар	Szatmár/R
Сатмар-Ниметы	Szatmárnémeti/R
Сату-Маре	Szatmár/R
Сатумари	Szatmár/R
Сатумары	Szatmár/R
Секейудваргей	Székelyudvarhely/R
Сексард	Szekszárd/R
Сигетвар	Szigetvár/R
Сиксо	Szikszó/R
Соб	Szob/R
Соблоч	Szabolcs/R
Собоич	Szabolcs/R
Собуч	Szabolcs/R
Сомеш	Szamos/R
Соотмар	Szatmár/R
Сот-Мар	Szatmár/R
Сотмер	Szatmár/R
Сотмэр	Szatmár/R
Станисл.	Sztanyiszlav/R
Станислав	Sztanyiszlav/R
Станислав.	Sztanyiszlav/R
Станислава	Sztanyiszlav/R
Станиславск.	Sztanyiszlav/R
Станиславской	Sztanyiszlav/R
Станислов	Sztanyiszlav/R
Тата	Tata/R
Тейчу	Técső/R
Токай	Tokaj/R
Томаши	Tamási/R
Тото	Tata/R
Трансильвания	Erdély/R
Тычу	Técső/R
Тячево	Técső/R
Уж	Ung/R
Ужгород	Ungvár/R
Ужгородского	Ung/R
Унгвар	Ungvár/R
Ушгород	Ungvár/R
Уюга	Ugocsa/R
Уюго	Ugocsa/R
Уюча	Ugocsa/R
Фаир	Fejér;Fehér/R
Феер	Fejér;Fehér/R
Феир	Fejér;Fehér/R
Фейр	Fejér;Fehér/R
Фекер	Fejér;Fehér/R
Фекир	Fejér;Fehér/R
Фенер	Fejér;Fehér/R
Фенр	Fejér;Fehér/R
Фетр	Fejér;Fehér/R
Фешер	Fejér;Fehér/R
Фир	Fejér;Fehér/R
Фогер	Fejér;Fehér/R
Фэер	Fejér;Fehér/R
Фэир	Fejér;Fehér/R
Ханду	Hajdú/R
Хонду	Hajdú/R
Хунедора	Hunyad/R
Хунидора	Hunyad/R
Хуст	Huszt/R
Чевеш	Heves/R
Чемград	Csongrád/R
Чиквар	Csík/R
Чиксереда	Csíkszereda/R
Чиксередо	Csíkszereda/R
Чин	Csík/R
Чинград	Csongrád/R
Чип	Csík/R
Чомград	Csongrád/R
Чомодь	Somogy/R
Чонад-Меде	Csanád/R
Чоп	Csap/R
Чук	Csík/R
Шамоди	Somogy/R
Шарбогар	Sárbogárd/R
Шарбогард	Sárbogárd/R
Шомоди	Somogy/R
Шомоды	Somogy/R
Шомот	Somogy/R
Эвеш	Heves/R
Эгер	Eger/R
Эгри	Eger/R
Энинг	Enying/R
Эрдель	Erdély/R
Яснодь	Jász-Nagykun-Szolnok/R
Яснодькун	Jász-Nagykun/R
